,inputs,outputs,nb_plays-50-units-128-ensemble-1-predictions,nb_plays-50-units-128-ensemble-2-predictions,nb_plays-50-units-128-ensemble-3-predictions,nb_plays-50-units-128-ensemble-4-predictions,nb_plays-50-units-128-ensemble-5-predictions,nb_plays-50-units-128-ensemble-6-predictions,nb_plays-50-units-128-ensemble-7-predictions,nb_plays-50-units-128-ensemble-8-predictions,nb_plays-50-units-128-ensemble-9-predictions,nb_plays-50-units-128-ensemble-10-predictions,nb_plays-50-units-128-ensemble-11-predictions,nb_plays-50-units-128-ensemble-12-predictions,nb_plays-50-units-128-ensemble-13-predictions,nb_plays-50-units-128-ensemble-14-predictions,nb_plays-50-units-128-ensemble-15-predictions,nb_plays-50-units-128-ensemble-16-predictions,nb_plays-50-units-128-ensemble-17-predictions,nb_plays-50-units-128-ensemble-18-predictions,nb_plays-50-units-128-ensemble-19-predictions,nb_plays-50-units-128-ensemble-20-predictions,lower,higher,average
104,2.213,17.134,23.721,24.645,22.454,24.373,24.81,25.037,24.05,24.191,27.788,22.67,25.981,21.397,16.77,28.02,23.138,22.113,25.457,24.02,25.083,24.329,16.77,28.02,24.00235
105,3.275,26.654,30.054,29.773,29.136,29.279,31.794,32.339,33.653,33.371,32.4,30.265,32.338,28.345,26.561,32.946,29.606,33.9,32.815,29.121,32.241,30.903,26.561,33.9,31.042
106,2.789,25.754,30.491,30.744,28.97,28.45,32.345,29.781,31.006,30.927,32.234,27.622,30.285,23.845,23.566,32.001,27.795,32.71,30.333,29.157,31.672,31.668,23.566,32.71,29.7801
107,2.414,23.934,28.653,30.017,25.46,26.626,28.531,31.495,28.424,29.659,30.718,24.623,28.005,22.298,22.8,30.319,25.303,30.965,29.41,27.813,29.841,30.248,22.298,31.495,28.0604
108,3.173,26.102,31.785,34.061,29.658,30.155,33.565,30.197,34.009,33.712,33.865,30.39,31.594,27.138,25.719,32.663,29.116,35.68,36.338,32.568,32.979,34.469,25.719,36.338,31.98305
109,2.754,25.476,30.828,32.294,28.786,29.562,31.389,32.291,31.588,31.169,32.088,27.665,30.802,23.639,24.088,31.822,27.45,34.142,34.027,32.086,31.424,33.37,23.639,34.142,30.5255
110,2.402,23.863,28.762,29.348,25.617,27.868,28.493,29.316,28.405,29.388,30.663,24.845,27.903,22.234,22.768,30.278,25.144,31.049,30.999,30.276,29.725,30.299,22.234,31.049,28.169
111,3.198,26.219,31.93,35.232,30.07,31.769,33.654,35.026,34.124,33.823,33.989,30.681,31.66,27.351,25.981,32.753,29.308,34.995,36.89,34.29,33.143,34.581,25.981,36.89,32.5625
112,2.612,24.908,30.155,31.057,27.589,29.564,30.234,30.742,30.286,30.373,31.511,26.571,29.367,22.951,23.502,31.314,26.839,31.989,32.823,31.477,30.846,32.34,22.951,32.823,29.5765
113,2.916,25.191,31.403,34.019,29.072,31.298,32.514,36.813,32.718,32.244,32.715,28.942,31.581,25.181,24.967,32.018,27.605,33.178,35.227,33.782,31.803,33.632,24.967,36.813,31.5356
114,4.487,41.589,41.623,44.56,42.556,44.755,44.847,43.986,45.141,44.133,46.746,41.988,45.369,41.023,42.265,42.586,40.947,48.684,44.295,42.75,46.985,41.352,40.947,48.684,43.82955
115,3.155,35.935,33.028,36.16,34.034,38.566,38.03,37.066,36.412,35.881,36.698,38.311,34.768,36.129,36.064,36.025,33.741,45.83,41.181,35.07,38.226,37.099,33.028,45.83,36.91595
116,2.547,31.49,30.324,30.691,26.231,31.543,29.628,33.02,29.237,29.543,32.107,33.467,29.997,29.067,29.766,31.514,28.856,40.18,33.075,31.055,32.594,31.747,26.231,40.18,31.1821
117,2.978,32.166,31.738,34.652,28.077,31.861,32.809,35.21,32.797,32.421,33.038,32.292,32.584,29.998,30.188,33.073,29.841,40.52,35.971,34.109,32.131,33.885,28.077,40.52,32.85975
118,4.555,42.419,42.333,45.246,43.551,45.527,45.921,45.377,46.136,45.261,47.35,43.229,44.563,44.366,43.028,42.608,41.891,52.871,44.758,43.451,47.832,41.954,41.891,52.871,44.86265
119,3.068,35.699,32.706,36.456,32.693,38.107,37.919,37.493,36.276,35.668,36.142,38.555,33.549,38.624,36.2,35.637,33.408,47.41,39.825,35.061,37.642,36.688,32.693,47.41,36.80295
120,3.319,35.839,32.795,36.472,32.815,37.273,35.301,40.806,35.657,35.058,36.04,37.522,35.543,40.311,34.608,36.223,32.643,45.208,39.125,35.872,37.961,36.936,32.643,45.208,36.70845
121,3.279,35.839,32.639,36.145,32.85,34.932,34.772,38.655,34.695,33.461,35.738,36.797,34.242,40.748,33.662,35.58,31.837,43.401,37.992,35.879,34.68,36.853,31.837,43.401,35.7779
122,4.054,39.134,36.604,40.061,37.448,37.624,38.747,43.819,39.224,38.026,38.084,38.952,38.138,43.882,37.725,37.967,36.29,49.812,41.788,39.075,40.132,39.173,36.29,49.812,39.62855
123,3.563,38.213,33.321,36.829,34.751,35.134,37.479,42.274,36.512,34.921,37.034,38.303,36.744,43.164,35.521,36.743,33.782,50.825,41.813,37.514,36.116,38.336,33.321,50.825,37.8558
124,2.423,30.799,29.714,29.273,25.776,28.747,28.657,34.383,28.505,28.956,29.464,31.333,27.403,31.392,26.946,30.298,27.733,39.492,32.416,30.687,30.002,30.682,25.776,39.492,30.09295
125,3.211,33.112,32.238,35.83,28.994,32.357,33.708,36.571,34.148,33.777,31.093,32.574,32.644,36.493,31.403,34.31,30.257,41.853,37.815,35.032,33.203,34.719,28.994,41.853,33.95095
126,3.236,33.247,32.509,35.847,32.095,33.085,34.399,36.979,34.443,33.619,34.124,32.416,34.376,36.237,33.886,34.225,30.241,42.01,37.297,35.331,33.367,36.462,30.241,42.01,34.6474
127,5.48,53.823,52.735,56.182,54.25,55.571,56.71,58.223,55.224,59.458,58.432,54.36,58.269,54.377,50.879,52.633,54.225,56.787,55.299,55.288,58.133,55.151,50.879,59.458,55.6093
128,5.115,53.37,48.945,58.088,53.428,54.612,52.81,54.201,54.715,58.741,54.566,53.222,54.439,54.002,52.174,52.424,52.082,57.526,54.827,55.846,54.816,55.336,48.945,58.741,54.34
129,4.952,52.75,55.021,60.265,52.647,54.3,55.962,55.854,55.405,54.727,56.417,50.926,57.428,50.372,53.781,51.137,51.189,58.135,55.91,57.277,56.397,52.063,50.372,60.265,54.76065
130,3.92,46.577,51.306,55.847,47.938,46.108,52.924,51.043,48.146,48.95,48.07,47.457,58.099,45.64,48.006,47.384,44.969,54.421,47.364,47.822,52.877,46.817,44.969,58.099,49.5594
131,3.666,44.701,49.417,52.507,43.146,40.941,48.325,49.016,43.694,46.718,43.92,41.783,55.298,43.782,42.801,43.099,42.466,51.746,43.976,45.06,49.85,44.717,40.941,55.298,46.1131
132,4.029,45.146,51.01,50.265,44.972,40.66,48.007,47.809,44.357,45.427,46.103,41.207,57.752,45.034,42.469,43.686,42.92,52.618,44.968,46.218,52.179,45.308,40.66,57.752,46.64845
133,3.536,43.692,47.449,45.55,42.363,37.645,44.307,45.814,41.872,43.138,44.018,39.604,53.97,43.047,39.846,41.821,41.067,50.517,44.826,42.693,47.9,42.579,37.645,53.97,44.0013
134,7.134,74.193,77.609,74.925,74.919,74.102,77.459,74.142,75.012,74.39,75.847,74.202,78.998,73.415,68.344,73.481,73.351,74.99,73.352,72.253,76.583,85.711,68.344,85.711,75.15425
135,2.437,38.762,40.545,36.962,36.483,38.408,43.365,39.286,39.364,36.192,41.195,37.848,39.606,38.039,35.987,39.762,39.143,43.015,38.394,37.628,39.231,44.491,35.987,44.491,39.2472
136,5.289,56.487,50.512,58.308,55.853,54.302,58.837,58.296,53.621,55.515,54.002,56.001,60.404,57.062,51.028,56.241,56.628,59.689,56.98,56.074,55.964,56.468,50.512,60.404,56.08925
137,3.48,47.404,41.316,52.007,42.855,45.779,53.437,48.56,43.396,45.871,47.533,43.248,53.666,46.136,43.214,43.615,47.794,53.856,48.436,47.581,49.207,46.281,41.316,53.856,47.1894
138,4.697,52.281,44.647,56.418,49.168,50.152,55.697,53.156,46.867,47.511,50.448,49.382,55.359,52.715,47.981,48.771,54.497,56.329,51.515,52.636,53.554,48.444,44.647,56.418,51.26235
139,3.847,49.623,41.522,54.537,45.176,46.92,52.287,48.897,45.092,45.116,46.595,42.789,55.269,49.303,43.783,48.478,51.086,53.091,46.583,49.011,51.61,45.06,41.522,55.269,48.11025
140,3.688,48.71,36.284,50.59,44.245,45.927,48.393,47.842,43.698,43.6,46.229,41.151,55.11,49.171,41.971,44.146,49.565,51.488,44.665,47.674,49.719,43.706,36.284,55.11,46.2587
141,3.752,48.71,34.218,47.083,44.548,42.82,46.326,44.294,42.461,42.996,46.456,40.104,54.07,49.586,40.888,43.14,48.677,49.833,44.883,47.999,49.725,42.813,34.218,54.07,45.146
142,6.672,69.536,67.948,68.32,70.079,69.041,71.053,70.446,68.483,67.629,70.829,68.415,70.338,70.911,61.953,68.494,69.685,69.359,68.244,69.41,70.679,74.39,61.953,74.39,69.2853
143,4.805,60.005,51.966,61.819,60.833,54.509,62.888,62.035,57.947,59.286,62.819,56.906,68.738,62.534,57.983,57.45,57.326,63.372,62.138,59.489,60.75,60.709,51.966,68.738,60.07485
144,4.191,55.024,53.004,58.434,56.531,52.495,58.294,55.275,53.173,52.804,60.845,52.27,61.324,60.008,52.524,51.826,52.932,59.633,60.828,57.241,58.559,52.102,51.826,61.324,56.0051
145,5.527,60.704,57.947,66.733,61.519,61.805,64.825,60.952,59.71,60.804,67.981,56.15,69.242,65.705,58.255,60.207,59.682,64.192,69.199,62.999,65.294,55.844,55.844,69.242,62.45225
146,4.994,59.608,55.86,65.614,61.516,60.582,62.141,58.382,62.404,61.543,65.406,52.545,68.559,68.213,57.463,58.317,57.092,63.904,69.73,61.788,64.46,54.284,52.545,69.73,61.49015
147,5.712,61.991,58.703,70.275,63.586,63.754,67.455,63.011,68.314,68.65,69.618,57.733,72.319,72.066,59.958,64.127,61.529,66.675,72.101,64.657,69.935,57.868,57.733,72.319,65.6167
148,3.173,45.894,45.313,52.769,43.875,44.185,51.727,47.046,51.879,52.535,52.218,44.278,54.395,54.027,42.293,48.38,45.857,51.456,51.201,49.761,54.714,43.692,42.293,54.714,49.08005
149,5.304,57.502,52.974,66.519,57.645,54.717,62.185,57.871,63.072,63.026,66.2,55.879,67.195,63.621,54.132,52.953,57.569,61.458,64.764,58.581,64.978,56.719,52.953,67.195,60.1029
150,5.772,61.403,60.58,71.56,62.98,59.13,68.484,65.362,70.538,69.995,68.923,58.643,72.186,69.529,60.698,56.974,61.958,66.53,70.447,65.381,72.118,59.706,56.974,72.186,65.5861
151,3.334,47.256,48.62,54.628,45.212,45.615,52.633,52.147,53.796,55.25,54.055,46.181,56.054,55.69,43.236,42.153,46.83,53,50.853,52.085,57.319,45.744,42.153,57.319,50.55505
152,5.436,58.643,58.013,67.822,59.142,55.716,62.997,65.298,65.126,63.868,66.994,57.764,67.854,64.676,56.18,53.569,58.684,62.158,62.732,60.21,65.973,58.392,53.569,67.854,61.6584
153,6.674,69.555,67.306,75.613,69.042,70.997,72.257,75.548,76.487,75.987,75.745,69.976,76.963,75.129,69.32,66.354,69.492,71.216,70.567,68.981,77.606,70.805,66.354,77.606,72.26955
154,4.949,61.103,56.346,69.528,62.887,61.837,65.162,68.216,69.25,69.176,67.631,58.51,68.753,68.65,60.514,60.774,58.263,65.434,69.305,61.57,66.817,62.027,56.346,69.528,64.5325
155,5.769,63.588,59.291,70.855,64.334,63.761,68.363,70.873,73.278,72.167,73.369,65.244,72.538,71.824,61.449,68.636,62.096,67.942,72.193,67.898,73.524,69.313,59.291,73.524,68.4474
156,5.599,63.588,58.935,72.2,64.077,62.462,68.383,71.317,72.909,71.872,72.506,67.675,72.159,71.821,60.528,70.411,61.594,68.068,73.261,68.846,73.024,69.429,58.935,73.261,68.57385
157,4.198,55.086,52.873,62.988,58.332,53.776,58.686,63.178,63.706,63.344,62.881,60.88,62.976,61.678,54.694,61.702,52.051,61.28,62.96,61.494,62.596,60.071,52.051,63.706,60.1073
158,4.919,57.065,55.629,65.322,61.143,56.349,62.705,65.291,65.55,66.056,63.144,59.067,68.436,66.287,55.192,64.792,55.564,63.636,64.134,63.865,66.167,62.648,55.192,68.436,62.54885
159,3.283,46.931,43.854,55.071,44.545,42.199,53.078,53.642,54.44,53.422,53.744,47.733,55.563,54.584,40.265,51.692,45.565,52.14,50.519,50.379,52.409,51.363,40.265,55.563,50.31035
160,4.367,50.967,43.364,58.356,50.104,43.067,54.82,61.683,60.034,57.856,60.777,49.443,62.867,60.676,42.162,47.982,51.163,55.131,57.099,56.953,59.228,50.596,42.162,62.867,54.16805
161,5.049,55.688,50.1,65.297,54.415,50.984,56.516,65.88,64.418,62.467,64.854,53.435,66.81,64.882,51.132,53.999,55.394,57.783,58.889,57.954,62.627,53.543,50.1,66.81,58.56895
162,5.468,58.976,57.691,69.207,60.795,57.911,61.139,69.593,70.838,68.348,66.366,55.684,71.021,70.488,56.833,57.232,58.816,61.635,61.467,63.201,66.814,55.266,55.266,71.021,63.01725
163,4.728,56.906,54.588,65.745,61.108,54.681,59.366,66.533,67.598,66.936,63.258,51.272,67.122,65.09,55.615,55.054,55.266,60.347,58.933,62.283,66.586,52.779,51.272,67.598,60.508
164,5.38,58.532,57.2,68.272,63.206,59.048,64.685,68.383,71.104,70.327,66.118,55.337,70.721,69.717,57.437,59.529,58.435,63.762,61.639,64.541,72.37,54.535,54.535,72.37,63.8183
165,3.51,48.735,47.099,56.498,48.498,49.176,55.111,55.174,56.246,56.756,55.799,46.663,57.587,57.218,43.89,45.509,47.806,54.452,45.512,55.55,59.003,44.335,43.89,59.003,51.8941
166,4.461,51.97,49.831,60.027,50.672,48.854,57.107,62.514,61.338,59.601,62.186,48.911,64.855,61.382,46.615,46.877,52.794,55.892,49.064,57.035,61.681,46.572,46.572,64.855,55.1904
167,4.529,52.369,51.521,62.045,50.395,53.152,55.265,62.951,62.622,61.241,62.345,50.372,64.964,62.175,47.437,50.359,53.319,56.133,50.614,55.07,61.576,48.156,47.437,64.964,56.0856
168,6.304,66.157,65.129,72.224,67.917,63.512,66.784,73.598,74.458,74.005,72.438,66.01,74.466,69.218,64.539,64.058,65.686,67.379,65.158,68.45,72.91,65.941,63.512,74.466,68.694
169,4.181,54.613,50.52,63.084,57.037,51.79,58.365,62.496,63.627,62.19,61.755,53.707,62.845,60.517,53.99,55.481,51.908,59.692,56.049,57.935,62.359,53.952,50.52,63.627,57.96495
170,3.835,51.754,51.458,56.834,51.352,45.266,56.995,60.889,57.701,60.165,58.857,49.359,60.221,57.553,48.345,48.878,49.749,55.704,54.102,53.806,57.961,49.224,45.266,60.889,54.22095
171,4.313,52.62,52.856,56.826,49.92,44.323,55.374,61.633,60.432,60.308,61.727,49.328,64.553,60.801,49.368,49.977,51.938,55.394,53.647,53.796,59.38,49.305,44.323,64.553,55.0443
172,2.365,38.027,36.075,40.701,31.11,31.019,36.889,43.491,42.826,40.882,42.336,36.471,40.033,40.766,31.735,37.763,34.218,43.09,36.222,36.601,39.834,36.989,31.019,43.491,37.95255
173,4.519,49.828,42.175,46.84,45.189,42.82,46.436,54.355,51.929,49.464,51.127,44.981,58.897,49.353,43.311,46.843,43.471,54.781,50.131,48.543,51.486,44.636,42.175,58.897,48.3384
174,3.332,45.141,38.223,41.615,38.723,42.033,42.72,44.667,42.605,41.365,44.809,41.896,44.239,44.382,41.648,45.604,39.019,49.39,42.015,41.437,45.804,40.364,38.223,49.39,42.6279
175,0.404,16.925,13.027,17.17,13.159,15.942,18.457,16.39,16.711,11.136,17.156,16.473,15.114,16.406,14.338,16.484,17.294,16.472,18.294,14.416,16.938,16.309,11.136,18.457,15.8843
176,3.793,39.528,33.732,43.025,34.776,37.549,38.237,37.989,38.57,38,39.592,41.037,42.283,38.852,39.45,38.167,36.676,47.263,40.933,44.037,38.981,41.099,33.732,47.263,39.5124
177,3.195,38.169,33.873,35.481,32.318,37.461,37.884,33.535,34.721,32.802,37.882,39.567,34.735,34.54,35.574,34.504,34.541,42.823,38.818,38.144,34.492,39.157,32.318,42.823,36.1426
178,0.483,17.656,12.918,12.783,12.077,14.24,15.748,11.739,17.131,13.435,14.34,16.473,11.617,15.888,13.332,15.676,16.337,14.453,16.669,16.525,15.299,17.252,11.617,17.252,14.6966
179,3.529,37.118,31.635,33.278,32.019,30.314,35.238,30.663,37.029,30.883,38.187,36.457,34.306,33.442,29.626,33.339,34.698,39.965,37.741,41.607,36.292,36.927,29.626,41.607,34.6823
180,6.556,67.784,68.976,66.948,71.967,67.074,67.362,68.005,68.486,66.212,73.236,65.927,68.513,67.708,67.327,68.253,66.709,70.367,67.794,70.027,69.133,71.308,65.927,73.236,68.5666
181,4.531,57.019,54.282,55.893,57.224,54.161,55.601,59.422,53.813,54.54,56.465,57.917,57.622,56.422,53.69,54.309,54.038,57.379,55.678,58.063,54.189,55.675,53.69,59.422,55.81915
182,4.621,57.019,55.264,60.917,54.708,53.403,56.2,60.919,54.477,53.606,55.084,56.13,55.101,53.605,54.003,54.709,53.888,58.276,55.476,58.573,54.75,53.568,53.403,60.919,55.63285
183,0.62,19.282,16.479,19.406,18.37,16.401,19.881,19.217,16.115,20.404,19.216,17.047,14.411,20.587,15.461,21.531,18.794,16.025,19.752,17.462,19.17,20.631,14.411,21.531,18.318
184,4.162,43.324,40.395,43.21,42.638,43.989,49.845,46.958,41.541,44.229,42.472,43.324,46.466,46.13,40.14,46.354,39.602,52.295,45.975,47.478,42.143,44.113,39.602,52.295,44.46485
185,3.407,41.18,34.224,37.69,37.466,39.84,46.238,42.747,37.441,37.588,40.01,44.399,38.615,43.564,37.976,45.002,36.088,49.369,43.261,44.675,36.536,40.939,34.224,49.369,40.6834
186,4.069,42.859,36.505,40.398,40.463,41.094,46.402,47.068,37.871,38.557,42.085,46.577,41.916,49.254,36.74,44.189,38.356,51.754,43.622,48.05,39.887,41.423,36.505,51.754,42.61055
187,3.755,42.546,33.926,37.636,38.915,38.306,45.437,44.225,36.541,36.721,41.664,45.077,41.881,50.478,35.253,43.636,36.763,51.775,44.394,49.458,36.863,40.707,33.926,51.775,41.4828
188,0.087,13.346,9.614,10.345,10.485,9.522,13.613,11.052,14.975,8.825,11.989,13.036,10.312,13.902,8.035,12.729,11.852,10.623,12.8,11.918,14.332,13.074,8.035,14.975,11.65165
189,2.619,28.287,25.442,25.958,24.242,23.882,28.508,26.888,30.392,24.393,30.531,25.56,25.323,27.27,21.079,28.556,28.411,31.391,26.5,31.094,28.764,26.865,21.079,31.391,27.05245
190,1.079,21.19,16.857,19.667,15.599,20.819,16.861,18.663,20.229,19.584,22.773,18.826,19.427,21.858,15.536,18.032,22.112,24.962,18.047,23.836,23.125,21.926,15.536,24.962,19.93695
191,2.386,26.673,22.409,27.938,23.405,25.889,25.863,23.359,28.728,25.582,29.951,26.63,26.282,25.469,18.57,26.694,27.016,28.426,23.206,28.426,26.644,28.406,18.57,29.951,25.94465
192,0.582,17.427,12.127,10.517,13.369,10.937,13.033,14.513,15.05,12.462,16.489,13.978,14.126,18.701,7.782,12.338,16.992,14.812,12.476,17.935,14.291,18.981,7.782,18.981,14.04545
193,4.89,49.863,43.945,49.477,50.674,51.747,48.788,49.109,53.151,51.247,50.35,50.016,52.123,50.62,48.171,51.453,48.542,56.899,48.753,51.849,49.264,51.2,43.945,56.899,50.3689
194,0.434,16.882,13.365,13.595,15.217,11.844,14.587,16.2,15.917,16.813,13.077,15.565,13.286,15.94,14.152,14.694,17.438,16.023,16.281,18.759,14.945,17.632,11.844,18.759,15.2665
195,0.24,14.914,13.3,14.104,12.501,12.624,12.685,13.478,14.712,9.554,14.358,14.196,12.729,12.937,8.442,12.295,13.61,10.287,10.92,16.178,14.011,15.289,8.442,16.178,12.9105
196,2.072,24.173,20.396,22.982,20.384,21.813,24.109,23.362,25.834,19.677,23.43,21.769,25.724,19.819,15.76,25.009,24.549,19.552,21.042,25.426,23.473,22.133,15.76,25.834,22.31215
197,-0.348,8.377,6.477,4.121,6.187,5.693,8.682,6.371,7.391,6.092,9.418,7.83,8.566,4.371,0.126,10.203,7.63,-0.242,6.792,11.072,7.784,9.695,-0.242,11.072,6.71295
198,0.839,13.06,14.348,14.242,11.228,13.245,11.139,12.731,9.687,10.35,12.894,11.736,13.851,13.036,5.426,16.956,13.227,5.062,7.584,16.157,12.076,13.416,5.062,16.956,11.91955
199,-0.091,9.948,7.224,8.885,3.754,6.339,5.598,4.54,6.532,5.374,4.354,7.476,10.064,6.376,-0.422,14.275,8.99,-0.038,5.72,14.695,5.64,5.752,-0.422,14.695,6.5564
200,4.271,43.019,40.702,44.135,39.265,43.544,37.764,41.334,41.396,42.378,43.444,41.901,46.721,39.724,41.22,41.754,41.661,43.605,42.687,45.019,42.784,42.933,37.764,46.721,42.19855
201,2.9,37.104,32.717,36.77,30.953,40.509,35.182,32.364,33.353,33.391,35.95,36.559,35.25,36.308,32.295,33.917,34.549,37.351,35.841,37.581,34.134,38.712,30.953,40.509,35.1843
202,1.092,22.342,18.137,20.183,13.44,20.456,19.765,20.925,23.179,21.708,20.6,21.405,23.11,21.815,19.671,21.957,22.107,25.332,21.201,22.532,22.015,22.139,13.44,25.332,21.08385
203,0.302,14.861,13.679,13.711,11.66,13.404,17.322,15.084,16.483,13.047,15.201,12.992,15.253,15.886,7.398,16.734,13.505,11.095,15.154,16.951,14.461,17.929,7.398,17.929,14.34745
204,2.843,29.882,28.209,29.598,25.936,28.111,27.856,27.923,32.246,27.582,28.89,24.233,31.219,27.781,23.471,28.949,30.185,27.584,28.944,32.876,30.641,29.669,23.471,32.876,28.59515
205,1.648,25.148,22.677,22.272,21.876,21.239,22.786,21.674,24.267,23.667,26.789,22.205,25.344,23.696,20.491,24.416,25.359,23.109,23.723,27.321,26.313,25.784,20.491,27.321,23.7504
206,1.709,25.148,22.422,23.959,22.21,22.132,24.068,22.456,24.522,24.092,27.331,22.198,24.372,24.197,18.191,25.26,24.388,23.68,23.82,26.716,25.661,25.77,18.191,27.331,23.87225
207,0.536,16.83,11.724,14.314,11.693,11.613,15.767,15.047,17.87,14.362,14.166,14.529,14.471,18.226,6.988,13.635,16.451,11.66,12.05,15.853,16.069,19.847,6.988,19.847,14.31675
208,-2.913,-22.199,-23.907,-23.674,-22.651,-26.238,-23.032,-25.381,-22.214,-23.936,-22.693,-22.16,-23.244,-22,-24.687,-24.111,-21.039,-22.941,-22.926,-24.242,-23.522,-22.665,-26.238,-21.039,-23.36315
209,0.113,-2.919,-5.667,-5.026,-3.889,-0.979,-3.422,-6.096,-2.061,-1.705,-2.579,-5.087,-1.947,-4.214,-4.489,-3.254,-4.574,-1.07,-0.496,-6.442,-5.635,-5.666,-6.442,-0.496,-3.7149
210,-0.853,-6.237,-9.503,-6.891,-5.393,-7.274,-6.247,-14.997,-8.409,-6.075,-6.068,-7.644,-8.936,-14.803,-11.863,-6.219,-10.814,-7.3,-7.088,-8.963,-6.335,-4.7,-14.997,-4.7,-8.2761
211,1.377,9.12,7.632,10.1,6.475,9.712,7.15,4.137,5.427,6.323,9.063,6.088,4.632,3.504,5.591,6.388,6.243,7.079,11.638,4.896,4.701,6.192,3.504,11.638,6.64855
212,1.984,15.295,10.127,15.347,16.062,16.229,17.484,12.51,15.395,11.565,15.524,13.541,11.063,8.904,11.136,15.742,16.957,16.617,14.999,12.925,10.626,12.513,8.904,17.484,13.7633
213,-1.481,-8.032,-13.094,-5.703,-6.755,-6.518,-5.568,-11.297,-8.304,-6.815,-8.076,-8.503,-7.968,-9.524,-11.801,-6.373,-4.668,-12.774,-7.817,-13.029,-10.016,-12.189,-13.094,-4.668,-8.8396
214,0.646,3.55,-1.656,7.453,1.369,4.848,3.188,0.472,3.895,1.787,2.231,2.313,-0.287,1.839,0.289,4.092,6.861,0.699,1.715,0.33,0.636,1.425,-1.656,7.453,2.17495
215,3.056,26.667,24.54,24.611,27.77,27.614,26.59,26.305,25.874,25.844,25.475,27.304,25.72,25.876,22.659,24.525,29.11,27.821,27.722,24.99,26.778,26.887,22.659,29.11,26.20075
216,-1.877,-11.187,-15.073,-9.857,-10.012,-12.327,-12.123,-11.289,-12.109,-13.584,-11.293,-9.823,-12.763,-9.258,-14.083,-12.346,-8.481,-15.685,-11.658,-13.892,-11.588,-10.729,-15.685,-8.481,-11.89865
217,2.698,22.994,22.018,22.533,23.985,22.892,24.323,22.132,24.104,22.564,23.768,27.352,20.135,20.386,22.573,21.858,27.081,19.346,22.848,23.384,28.984,24.336,19.346,28.984,23.3301
218,-2.496,-17.7,-23.436,-23.626,-22.417,-23.299,-23.064,-19.382,-17.708,-18.805,-17.064,-16.8,-19.963,-13.089,-21.091,-21.134,-16.505,-21.595,-20.19,-19.897,-19.603,-18.249,-23.626,-13.089,-19.84585
219,-0.869,-9.972,-14.623,-10.161,-13.214,-8.134,-13.371,-12.989,-5.384,-8.642,-5.318,-6.434,-8.021,-9.589,-9.578,-12.906,-7.039,-12.748,-11.172,-11.589,-7.916,-5.431,-14.623,-5.318,-9.71295
220,-1.06,-9.972,-15.149,-13.332,-14.005,-10.84,-14.552,-14.231,-8.441,-11.689,-7.553,-12.416,-10.941,-9.356,-9.206,-14.152,-11.152,-14.615,-14.186,-14.702,-7.823,-7.368,-15.149,-7.368,-11.78545
221,-1.138,-10.161,-15.196,-15.004,-14.231,-9.484,-14.282,-15.038,-8.089,-14.086,-10.755,-12.996,-13.631,-9.606,-8.294,-14.978,-11.452,-15.983,-14.75,-15.181,-8.056,-9.793,-15.983,-8.056,-12.54425
222,-2.958,-22.751,-29.604,-28.925,-27.312,-21.613,-30.324,-32.602,-25.435,-30.333,-27.851,-32.084,-30.256,-25.844,-23.879,-22.695,-29.295,-34.516,-31.21,-31.273,-26.562,-26.163,-34.516,-21.613,-28.3888
223,-2.586,-22.28,-32.08,-34.536,-31.932,-21.701,-29.066,-33.484,-25.847,-29.519,-28.818,-31.085,-29.158,-25.002,-31.314,-27.394,-29.227,-34.599,-34.834,-32.591,-29.488,-29.664,-34.834,-21.701,-30.06695
224,-2.86,-22.481,-36.015,-36.374,-35.06,-32.324,-31.076,-36.017,-35.131,-32.599,-35.401,-33.803,-29.817,-29.571,-36.311,-33.95,-35.784,-36.955,-35.89,-37.181,-35.278,-35.415,-37.181,-29.571,-34.4976
225,-0.99,-12.431,-21.651,-24.702,-20.549,-20.611,-21.872,-24.59,-21.18,-19.785,-23.93,-21.166,-19.836,-20.683,-22.321,-23.626,-18.993,-22.567,-23.471,-24.778,-23.905,-23.398,-24.778,-18.993,-22.1807
226,-1.102,-12.431,-18.949,-20.88,-19.298,-21.394,-20.582,-19.472,-20.813,-17.479,-20.168,-19.803,-17.466,-17.763,-19.456,-20.892,-17.6,-21.763,-20.192,-21.233,-19.306,-20.393,-21.763,-17.466,-19.7451
227,2.573,21.399,15.198,18.006,20.867,14.35,20.597,23.48,18.534,18.461,17.843,22.599,18.049,16.466,17.953,17.679,22.65,22.024,16.824,21.2,18.028,21.351,14.35,23.48,19.10795
228,2.118,20.626,16.953,20.71,24.036,17.096,21.201,22.284,19.868,22.025,20.646,17.579,22.391,16.996,17.208,20.429,21.148,18.945,20.333,23.296,15.853,23.918,15.853,24.036,20.14575
229,-3.639,-31.141,-33.677,-33.139,-30.822,-28.634,-32.556,-34.88,-32.66,-34.445,-31.945,-32.454,-33.128,-33.075,-30.806,-35.496,-30.444,-33.32,-31.022,-34.558,-36.173,-31.209,-36.173,-28.634,-32.72215
230,-1.248,-17.395,-12.227,-18.706,-18.653,-14.132,-15.819,-18.248,-14.194,-19.45,-17.142,-16.346,-17.559,-21.746,-20.944,-20.36,-18.786,-18.16,-16.956,-15.772,-20.311,-15.622,-21.746,-12.227,-17.55665
