,outputs,nb_plays-0-units-128-ensemble-1-diff,nb_plays-0-units-128-ensemble-2-diff,nb_plays-0-units-128-ensemble-3-diff,nb_plays-0-units-128-ensemble-4-diff,nb_plays-0-units-128-ensemble-5-diff,nb_plays-0-units-128-ensemble-6-diff,nb_plays-0-units-128-ensemble-7-diff,nb_plays-0-units-128-ensemble-8-diff,nb_plays-0-units-128-ensemble-9-diff,nb_plays-0-units-128-ensemble-10-diff,nb_plays-0-units-128-ensemble-11-diff,nb_plays-0-units-128-ensemble-12-diff,nb_plays-0-units-128-ensemble-13-diff,nb_plays-0-units-128-ensemble-14-diff,nb_plays-0-units-128-ensemble-15-diff,nb_plays-0-units-128-ensemble-16-diff,nb_plays-0-units-128-ensemble-17-diff,nb_plays-0-units-128-ensemble-19-diff,lower,higher,average
125,-0.672898054,-3.908,5.143,15.685,-8.996,-18.746,25.773,-64.34,23.557,-18.027,-19.314,35.876,-13.726,-12.242,3.988,0.595,25.755,11.872,18.803,-64.34,35.876,0.430444444
126,0.774822319,4.145,-6.012,-13.885,7.416,23.017,-23.667,91.436,-23.061,7.695,22.59,-35.595,13.876,11.314,-11.767,15.89,-22.939,-11.02,-21.025,-35.595,91.436,1.578222222
127,-0.93611994,-4.588,3.119,16.471,-8.604,-22.634,25.989,-55.391,24.973,-7.054,-18.679,42.67,-14.783,-12.894,8.735,-4.302,25.751,13.224,23.718,-55.391,42.67,1.9845
128,-0.804508997,-2.035,-38.509,10.064,-3.878,-6.136,4.647,-14.899,3.941,-10.98,-28.778,3.006,-2.777,-4.199,2.184,-26.382,12.57,5.294,2.119,-38.509,12.57,-5.263777778
129,1.257395776,5.293,38.839,-15.062,7.762,18.794,-21.809,48.675,-19.344,36.823,38.984,-22.844,12.342,11.251,-9.132,30.62,-26.694,-9.46,-16.538,-26.694,48.675,6.027777778
130,0.511600433,0.563,-8.211,-8.748,3.59,8.326,-3.007,66.545,-5.706,-12.974,14.996,-11.81,3.578,3.954,-4.714,0.222,-11.641,-5.247,-4.693,-12.974,66.545,1.390166667
131,-2.164488742,-6.141,-7.167,21.696,-11.1,-24.979,31.584,-67.305,22.718,-27.252,-16.844,44.22,-16.936,-15.894,13.891,-11.9,33.789,14.105,25.471,-67.305,44.22,0.108666667
132,-1.243212141,-7.317,-46.154,21.224,-14.712,-22.343,13.245,-72.055,16.467,-8.29,-45.236,12.203,-11.769,-13.465,9.351,-41.829,28.314,12.486,17.123,-72.055,28.314,-8.4865
133,-0.93611994,-8.095,-9.328,15.354,-11.972,-18.817,20.489,-58.452,5.19,-16.052,6.595,22.993,-8.259,-7,5.788,-20.959,14.707,12.266,10.834,-58.452,22.993,-2.484333333
134,0.116767604,-2.598,-17.764,2.836,-4.403,-8.559,-7.44,-35.733,1.302,7.422,5.005,-4.19,-1.035,1.475,1.043,-14.76,-0.09,5.872,-3.402,-35.733,7.422,-4.167722222
135,1.871580177,18.979,31.629,-21.665,21.843,20.71,-32.871,1.193,-25.016,30.19,22.864,-37.479,22.95,15.783,-9.76,18.679,-28.971,-11.407,-22.654,-37.479,31.629,0.833166667
136,-0.672898054,-5.876,-18.291,7.576,-10.29,-19.939,15.963,-54.354,8.961,-19.037,-14.281,22.042,-14.89,-8.576,10.156,-23.148,12.852,8.282,13.3,-54.354,22.042,-4.975
137,2.00319112,7.724,24.894,-23.107,22.748,27.958,-23.392,24.598,-16.388,29.436,31.039,-36.499,16.511,15.721,-10.673,23.161,-30.957,-17.491,-23.415,-36.499,31.039,2.326
138,-0.365805854,-3.236,-10.967,8.343,-6.502,-15.704,14.677,-38.161,10.974,-20.626,-26.888,18.674,-7.075,-7.289,10.612,-17.813,10.787,6.955,13.56,-38.161,18.674,-3.3155
139,0.336119175,3.817,11.573,-12.537,7.101,20.051,-13.828,16.801,-10.53,20.607,28.073,-15.557,8.233,9.124,-1.471,17.041,-16.624,-13.681,-15.524,-16.624,28.073,2.3705
140,0.37998949,0.904,7.916,-5.75,1.565,9.196,-2.852,15.359,-2.211,-9.185,1.811,-1.856,4.313,2.871,-0.215,-0.239,-8.481,-4.701,-3.537,-9.185,15.359,0.272666667
141,1.69609892,3.442,34.04,-17.135,8.557,26.493,-27.247,81.655,-17.559,41.406,46.089,-31.273,11.303,11.128,-13.674,40.923,-25.145,-18.503,-17.321,-31.273,81.655,7.621055556
142,1.081914519,0.324,3.242,-4.828,3.352,11.585,-3.063,70.033,-9.937,-11.913,-5.584,-9.919,0.569,2.44,-5.804,14.049,-0.743,-3.282,-2.345,-11.913,70.033,2.676444444
143,-0.190324597,-4.909,2.655,16.17,-10.198,-16.961,27.3,-36.559,33.161,-29.479,-26.914,34.006,-14.775,-13.473,21.175,-2.362,29.525,13.527,20.653,-36.559,34.006,2.363444444
144,0.336119175,3.067,-10.831,-9.25,3.988,17.509,-15.638,32.3,-16.549,3.524,-1.721,-21.186,10.765,7.596,-14.18,7.246,-12.118,-7.307,-15.456,-21.186,32.3,-2.1245
145,-1.681915284,-6.216,-5.5,22.687,-10.98,-26.966,33.548,-20.373,22.173,-14.383,-25.9,48.202,-16.845,-16.355,22.407,-10.447,29.757,16.264,28.354,-26.966,48.202,3.857055556
146,-0.234194911,-1.751,-36.405,10.923,-4.733,-9.613,3.083,-55.859,7.284,-5.299,-12.339,0.601,-2.169,-4.387,4.505,-26.218,14.493,6.177,2.721,-55.859,14.493,-6.054777778
147,-0.278065225,-2.03,-3.909,11.99,-5.38,-15.057,13.997,-4.608,2.103,-5.899,3.669,19.972,-2.996,-5.897,3.224,-12.404,8.745,8.885,10.642,-15.057,19.972,1.3915
148,0.555470747,3.8,-4.08,-9.948,8.105,9,-15.066,-28.197,-9.784,6.518,17.067,-14.933,6.666,8.594,-7.952,-1.906,-15.107,-4.329,-15.224,-28.197,17.067,-3.709777778
149,-0.585157426,-3.803,-10.455,10.619,-7.675,-18.92,15.706,-20.246,8.602,-6.45,-0.008,15.762,-6.482,-8.954,9.012,-17.195,13.388,9.753,15.585,-20.246,15.762,-0.097833333
150,-1.418693398,-9.718,-20.221,12.387,-14.273,-19.986,7.425,-25.513,13.722,-5.262,-29.351,10.288,-12.168,-9.446,8.414,-22.134,15.927,11.002,12.572,-29.351,15.927,-4.240833333
151,1.213525462,11.168,20.065,-10.411,12.876,12.479,-18.476,33.399,-15.703,14.855,22.411,-26.902,16.59,11.802,-14.03,14.151,-18.585,-5.41,-16.944,-26.902,33.399,2.4075
152,1.257395776,3.174,5.565,-13.236,9.451,8.064,-6.75,3.079,-10.537,-0.854,10.429,3.863,1.562,7.491,-4.867,-0.349,-16.561,-6.995,-12.296,-16.561,10.429,-1.098166667
153,1.257395776,3.84,21.158,-17.5,7.342,17.997,-17.812,49.676,-6.308,29.996,23.501,-34.799,6.146,8.509,-5.048,20.641,-20.248,-15.161,-11.433,-34.799,49.676,3.360944444
154,2.134802063,4.821,33.004,-22.97,12.079,35.462,-30.2,44.463,-35.633,13.17,48.087,-36.737,16.666,15.886,-18.898,38.886,-37.159,-27.427,-24.132,-37.159,48.087,1.631555556
155,1.608358291,0.639,47.085,-12.914,4.443,13.936,-25.02,90.591,10.806,26.884,25.783,-18.68,4.04,3.348,-11.342,31.878,-2.086,-5.482,-4.4,-25.02,90.591,9.972722222
156,-2.383840314,-22.991,-75.654,54.361,-35.793,-60.513,70.785,-147.614,47.771,-65.298,-152.689,73.535,-46.008,-39.941,47.998,-70.449,74.866,33.198,58.749,-152.689,74.866,-14.20483333
157,-0.672898054,-14.529,-21.45,22.072,-20.277,-20.745,41.942,-37.975,11.904,-48.294,-2.466,52.515,-11.355,-12.779,12.715,-27.291,32.138,13.688,18.708,-48.294,52.515,-0.637722222
158,0.37998949,-4.131,-31.971,8.725,-4.766,-12.195,-10.308,-31.61,3.171,18.46,31.452,-22.615,0.148,3.396,-7.037,-7.851,-1.775,8.941,-2.953,-31.971,31.452,-3.4955
159,-0.146454282,-14.359,-6.056,8.137,-15.177,-22.202,11.59,-44.76,5.762,-10.921,2.195,28.115,-15.369,-6.421,5.481,-8.834,10.488,12.571,3.759,-44.76,28.115,-3.111166667
160,0.292248861,-3.415,0.041,-1.168,-3.901,-2.883,-11.808,4.673,-1.908,9.427,9.988,-9.491,-2.019,5.568,-8.372,0.136,-6.932,3.543,-4.308,-11.808,9.988,-1.268277778
161,-0.278065225,-12.68,-8.096,8.04,-14.828,-19.312,10.993,-11.89,3.6,-9.144,-2.339,5.532,-19.86,-4.728,3.762,-5.58,7.183,14.113,2.671,-19.86,14.113,-2.920166667
162,-1.94513717,-26.857,-15.138,22.457,-28.127,-41.861,11.864,-17.219,24.737,-6.234,-29.314,15.128,-25.635,-17.833,17.671,-10.928,22.235,25.921,27.189,-41.861,27.189,-2.885777778
163,-0.453546483,-27.377,-25.24,22.753,-25.975,-39.989,34.797,-21.385,28.055,-41.22,1.134,20.264,-20.74,-13.732,14.716,-15.098,18.636,19.449,26.781,-41.22,34.797,-2.453944444
164,-0.979990255,-29.407,-1.449,24.077,-24.034,-36.375,7.274,-11.391,31.9,-7.612,3.281,9.37,-20.331,-16.279,29.535,-8.858,21.145,13.815,26.576,-36.375,31.9,0.624277778
165,0.68708169,-24.403,-10.618,11.224,-11.166,-20.262,18.736,-12.554,29.659,-33.665,2.577,8.73,-13.28,-5.723,28.147,-7.358,12.226,2.524,20.55,-33.665,29.659,-0.258666667
166,-1.769655913,-23.083,-7.038,19.982,-8.297,-38.852,22.426,-18.333,15.07,-34.32,-2.547,10.051,-27.65,-27.639,34.861,-18.073,27.474,12.449,40.406,-38.852,40.406,-1.284055556
167,0.336119175,-0.023,-21.41,6.67,0.497,-19.514,26.026,-25.61,15.063,-22.716,1.546,11.236,-20.131,-29.493,9.76,-17.606,14.813,5.718,48.693,-29.493,48.693,-0.915611111
168,0.818692633,1.346,0.353,2.36,2.94,-10.363,6.921,-8.512,-7.169,0.411,0.813,-3.783,-1.738,-32.802,0.883,-12.754,11.403,4.072,32.341,-32.802,32.341,-0.737666667
169,-0.453546483,-0.07,-23.149,5.655,6.836,-13.071,11.08,-20.787,8.888,-13.158,-2.622,7.194,-0.885,-54.181,2.045,-37.684,14.341,7.891,58.402,-54.181,58.402,-2.404166667
170,-0.190324597,-0.372,-1.438,5.682,2.779,-10.113,3.54,-6.219,-3.233,4.415,-3.839,-0.76,-0.782,-54.234,0.985,-18.812,15.218,7.657,19.385,-54.234,19.385,-2.230055556
171,-0.93611994,-1.994,-26.568,10.073,-0.785,-14.273,7.85,-13.907,7.805,-12.051,-5.168,10.018,-1.111,-35.953,2.436,-36.925,16.561,10.167,36.944,-36.925,36.944,-2.6045
172,-1.287082455,-3.471,-1.27,12.969,-1.14,-16.089,8.385,-5.338,1.622,2.616,-4.654,2.63,-1.7,-19.446,2.722,-17.094,14.842,11.575,28.599,-19.446,28.599,0.875444444
173,-0.716768369,-3.471,-14.273,9.176,-0.838,-13.901,6.059,-10.341,3.212,-7.613,-7.829,8.133,-1.047,-1.075,1.394,-12.747,13.64,8.99,24.571,-14.273,24.571,0.113333333
174,-1.155471512,-3.843,0.122,8.251,-0.843,-13.721,8.331,-1.619,1.168,2.58,2.588,0.093,-1.04,-3.294,1.588,-6.55,4.835,8.389,13.92,-13.721,13.92,1.164166667
175,-0.497416797,-3.407,-6.543,4.911,-0.528,-10.387,4.974,-9.37,1.191,-3.275,-11.832,6.733,-0.723,-1.717,0.805,-4.344,5.099,5.01,-7.628,-11.832,6.733,-1.723944444
176,-0.585157426,-3.014,0.272,4.153,-0.578,-7.978,5.604,-0.961,0.996,0.641,2.48,-1.754,-0.761,-1.702,1.104,-2.245,3.88,3.226,-0.149,-7.978,5.604,0.178555556
177,0.116767604,-0.291,0.727,-2.552,0.733,0.881,-1.723,-3.625,-2.57,1.257,-7.177,-2.202,1.084,1.548,-1.845,1.223,-3.067,-1.77,-0.119,-7.177,1.548,-1.082666667
178,0.467730118,1.562,3.218,-4.188,1.125,3.001,-7.047,8.688,-2.914,2.388,10.804,-6.127,1.8,2.001,-2.028,1.998,-5.622,-3.04,-1.329,-7.047,10.804,0.238333333
179,-1.418693398,-2.963,-7.625,9.947,-1.903,-12.098,11.877,-13.445,7.102,-5.852,-22.924,17.3,-2.889,-4.537,4.797,-5.956,11.502,6.095,3.931,-22.924,17.3,-0.4245
180,-0.497416797,-2.369,-1.13,3.838,-1.031,-3.315,4.605,-1.122,0.672,0.369,-6.451,-3.978,-1.859,-0.694,0.968,-1.145,4.032,2.308,0.906,-6.451,4.605,-0.299777778
181,-0.585157426,-2.122,-4.082,2.984,-0.701,-2.768,4.511,-6.2,1.1,-1.469,-13.838,9.683,-0.662,-0.768,1.166,-1.124,3.29,2.298,0.631,-13.838,9.683,-0.448388889
182,0.862562947,2.601,8.368,-9.433,2.333,10.616,-13.201,11.223,-7.17,6.487,22.378,-16.91,3.436,4.468,-5.154,5.209,-10.378,-6.759,-3.661,-16.91,22.378,0.247388889
183,-0.892249626,-2.319,-8.365,9.275,-1.81,-11.199,12.307,-11.063,7.64,-7.305,-25.124,17.176,-2.344,-4.504,5.238,-5.574,10.163,6.046,3.507,-25.124,17.176,-0.458611111
184,1.257395776,3.176,10.148,-11.03,2.375,13.21,-15.964,13.332,-9.183,9.339,11.007,-19.127,2.795,5.687,-6.404,6.794,-12.407,-7.893,-4.372,-19.127,13.332,-0.473166667
185,-0.32193554,-0.37,-5.817,5.026,-0.729,-6.959,8.404,-8.277,5.464,-6.91,-13.137,8.529,-0.332,-3.3,3.352,-3.851,5.461,3.229,2.266,-13.137,8.529,-0.441722222
186,1.476747348,4.234,10.196,-11.2,2.243,12.76,-17.423,15.032,-9.54,9.794,10.556,-15.852,2.57,6.314,-6.239,6.901,-13.827,-8.807,-4.765,-17.423,15.032,-0.391833333
187,1.389006719,4.92,2.674,-7.261,1.427,6.167,-8.145,-0.678,-2.478,-1.286,1.538,-14.393,2.629,2.598,-2.603,1.921,-9.218,-7.223,-2.589,-14.393,6.167,-1.777777778
188,-0.541287111,1.751,-1.526,0.749,-0.374,-3.935,-0.71,4.666,2.235,-0.481,-6.384,7.43,-0.991,-2.126,1.479,-1.779,3.537,-0.305,1.577,-6.384,7.43,0.267388889
189,0.99417389,3.729,5.093,-7.059,0.896,7.087,-8.788,-1.631,-4.224,1.956,5.065,-11.355,1.153,3.826,-3.094,3.141,-8.579,-6.716,-2.795,-11.355,7.087,-1.238611111
190,-0.058713654,2.262,0.955,-1.877,0.122,0.317,-2.245,8.538,0.193,-0.125,0.358,4.185,0.392,-0.466,0.019,-0.112,-1.603,-2.081,-0.002,-2.245,8.538,0.490555556
191,0.99417389,2.666,2.666,-4.686,0.451,4.119,-5.952,-4.573,-2.379,1.513,3.695,-6.665,0.46,2.141,-1.774,1.877,-4.351,-4.298,-1.584,-6.665,4.119,-0.926333333
192,-1.63804497,-1.251,-4.157,7.002,-1.21,-8.887,7.162,2.949,6.697,-4.894,-7.75,10.407,-1.677,-5.169,4.206,-4.711,9.364,5.074,3.813,-8.887,10.407,0.942666667
193,0.292248861,0.572,1.002,-2.438,0.211,2.003,-1.956,-6.254,-2.805,2.776,3.451,-2.191,0.125,1.979,-1.278,1.592,-2.161,-1.653,-1.071,-6.254,3.451,-0.449777778
194,0.643211376,1.426,3.052,-2.944,0.524,3.429,-2.054,8.009,-1.804,0.835,3.904,-1.264,1.095,1.577,-1.521,1.544,-4.614,-2.357,-1.426,-4.614,8.009,0.411722222
195,-1.023860569,-1.792,-5.653,6.422,-1.048,-7.613,5.803,-12.94,5.162,-3.69,-4.836,10.352,-1.601,-4.134,3.41,-3.657,9.425,5.108,3.126,-12.94,10.352,0.102444444
196,-1.243212141,-3.999,-2.894,9.597,-1.519,-8.109,10.05,-6.68,4.989,-2.825,-9.165,4.733,-2.369,-3.461,3.508,-3.594,11.349,8.263,3.14,-9.165,11.349,0.611888889
197,-0.585157426,-3.83,-5.586,5.941,-0.877,-3.348,6.516,-5.74,1.457,-0.573,-2.474,8.698,-1.152,-1.259,1.399,-1.314,3.872,6.717,1.227,-5.74,8.698,0.537444444
198,-1.243212141,-5.49,-1.738,7.317,-1.408,-6.098,11.58,-8.855,3.36,-2.799,-6.824,1.722,-1.896,-2.425,2.795,-2.968,7.061,7.382,2.039,-8.855,11.58,0.153055556
199,-0.497416797,-4.371,-6.469,5.504,-1.278,-4.138,8.841,-3.862,2.058,-1.28,-4.625,13.565,-1.906,-1.459,1.953,-1.521,6,4.497,1.325,-6.469,13.565,0.713
200,0.643211376,1.291,9.43,-8.958,2.185,11.113,-9.946,4.782,-7.239,6.06,17.079,-16.889,3.331,4.56,-4.985,5.378,-9.749,-5.961,-3.718,-16.889,17.079,-0.124222222
201,0.423859804,1.703,0.365,-3.02,1.14,2.769,-2.954,2.671,-1.209,-0.49,1.831,-6.698,2.008,1.066,-1.177,1.181,-3.926,-2.571,-1.206,-6.698,2.769,-0.473166667
202,-0.190324597,-0.425,-2.595,2.509,-0.449,-3.42,0.488,-2.776,2.457,-1.142,-7.051,3.538,-1.102,-1.576,1.43,-1.675,3.12,1.116,1.317,-7.051,3.538,-0.346444444
203,0.029026975,0.742,2.008,-1.825,0.294,2.271,-0.793,2.28,-1.422,1.025,0.801,-1.003,0.301,1.043,-0.988,1.063,-2.438,-1.271,-0.741,-2.438,2.28,0.074833333
204,-0.453546483,-1.919,-4.177,5.682,-1.232,-6.613,5.616,-4.964,4.258,-3.407,-4.553,5.057,-1.66,-2.878,3.048,-3.327,6.053,4.162,2.301,-6.613,6.053,0.080388889
205,0.555470747,1.686,5.228,-6.342,1.256,7.801,-5.863,5.763,-5.475,5.042,4.957,-8.122,1.638,3.591,-3.615,4.114,-6.945,-4.409,-2.747,-8.122,7.801,-0.135666667
206,-1.111601198,-3.894,-9.946,11.878,-2.557,-13.551,12.899,-9.12,9.214,-8.238,-14.301,12.5,-3.361,-5.824,6.426,-6.938,13.167,8.492,4.602,-14.301,13.167,0.080444444
207,-0.146454282,-2.505,-1.648,2.08,-0.937,-1.015,5.002,0.293,-0.382,1.723,-1.559,12.627,-1.945,-0.153,0.278,0.152,2.648,1.733,0.437,-2.505,12.627,0.934944444
208,0.862562947,2.367,8.104,-9.147,2.306,10.956,-12.287,5.131,-6.891,4.605,22.124,-17.039,3.938,4.34,-4.814,4.956,-10.067,-6.232,-3.66,-17.039,22.124,-0.072777778
209,-0.453546483,-1.087,-5.443,5.615,-0.926,-7.352,8.526,-3.716,5.113,-4.457,-8.229,11.038,-1.162,-3.14,3.347,-3.769,5.917,3.417,2.344,-8.229,11.038,0.335333333
210,-1.111601198,-2.713,-4.599,5.421,-1.659,-5.395,6.722,-2.996,3.045,-1.678,-16.577,-0.406,-3.015,-1.855,2.505,-1.905,6.182,4.091,1.791,-16.577,6.722,-0.7245
211,1.345136405,2.932,9.25,-10.476,2.501,12.753,-10.049,7.129,-8.245,6.814,11.122,-13.108,3.866,5.027,-5.824,5.736,-11.518,-7.381,-4.097,-13.108,12.753,-0.198222222
212,0.511600433,2.454,-0.815,-3.299,1.222,2.616,-9.597,1.642,-1.131,-0.68,12.719,-3.22,2.253,1.01,-1.235,1.164,-4.223,-2.724,-1.2,-9.597,12.719,-0.169111111
213,-0.453546483,-1.026,-2.012,5.978,-1.328,-7.609,9.181,-4.038,5.128,-3.114,-6.815,13.542,-2.452,-3.263,3.354,-3.811,6.667,3.689,2.753,-7.609,13.542,0.823555556
214,0.336119175,1.67,5.047,-5.768,1.068,6.992,-9.1,4.034,-4.754,4.003,7.057,-10.878,1.373,3.1,-3.222,3.563,-6.429,-3.896,-2.351,-10.878,7.057,-0.471722222
215,-0.497416797,-1.507,-5.852,6.209,-1.283,-7.719,9.37,-4.673,5.273,-4.951,-10.862,12.006,-1.477,-3.437,3.62,-3.996,6.679,4.549,2.607,-10.862,12.006,0.253111111
216,0.862562947,2.373,8.477,-8.28,1.666,9.963,-12.192,6.489,-7.017,6.883,13.888,-13.915,2.016,4.577,-4.704,5.309,-9.153,-5.863,-3.484,-13.915,13.888,-0.164833333
217,0.204508232,2.196,-0.475,-2.153,0.672,1.535,-1.72,0.844,-0.133,-2.221,-3,-5.145,1.493,0.332,-0.513,0.213,-2.677,-1.896,-0.666,-5.145,2.196,-0.739666667
218,0.467730118,2.621,2.887,-3.815,0.601,2.859,-6.584,2.681,-2.321,3.027,2.862,-1.945,0.485,1.55,-1.528,1.614,-3.83,-4,-1.149,-6.584,3.027,-0.221388889
219,0.68708169,2.893,1.859,-4.166,0.609,3.406,-5.179,2.054,-1.327,-0.4,-0.03,-7.017,0.938,1.508,-1.414,1.108,-4.402,-4.31,-1.303,-7.017,3.406,-0.842944444
220,0.774822319,3.085,3.159,-4.842,0.609,3.47,-5.942,2.691,-2.832,2.383,4.016,-0.613,0.833,1.816,-1.719,1.563,-4.334,-4.808,-1.496,-5.942,4.016,-0.1645
221,2.398023949,4.266,4.626,-7.977,1.051,8.03,-11.1,4.712,-4.498,2.97,2.631,-14.088,1.509,4.078,-3.588,3.838,-8.093,-7.48,-3.254,-14.088,8.03,-1.242611111
222,1.959320806,6.129,7.604,-13.378,1.939,14.699,-13.302,8.331,-8.515,6.602,12.026,-6.324,3.046,8.356,-7.289,6.793,-13.291,-11.416,-6.393,-13.378,14.699,-0.2435
223,-0.278065225,2.213,-1.278,-0.89,-0.729,-1.933,0.675,-3.033,4.903,-5.326,-5.084,2.467,-1.07,-4.283,2.531,-2.479,2.688,-1.449,2.113,-5.326,4.903,-0.553555556
224,-1.199341827,-0.112,-2.483,3.193,-0.957,-6.116,4.624,-3.755,3.809,-2.366,-6.37,6.313,-1.895,-3.871,3.774,-3.495,5.889,1.988,3.2,-6.37,6.313,0.076111111
225,0.950303576,1.881,5.602,-7.904,0.896,8.295,-5.901,5.681,-5.837,5.025,5.119,-12.268,1.687,5.81,-4.423,4.29,-8.495,-5.754,-3.91,-12.268,8.295,-0.567
226,1.257395776,2.009,5.15,-10.952,1.48,11.158,-8.542,5.931,-6.28,4.718,7.302,-5.06,3.294,7.009,-6.419,5.245,-9.528,-7.423,-5.425,-10.952,11.158,-0.351833333
227,0.68708169,2.071,9.64,-13.625,1.644,15.554,-12.542,9.047,-8.445,4.367,4.571,-22.001,4.843,10.918,-9.399,6.386,-12.456,-9.199,-7.638,-22.001,15.554,-1.459111111
228,0.467730118,1.882,4.653,-12.056,1.081,13.992,-10.628,3.661,-7.209,3.229,5.637,-2.511,5.335,11.393,-10.537,4.916,-10.613,-7.614,-6.839,-12.056,13.992,-0.679333333
229,-0.804508997,-2.549,-7.601,7.642,-2.593,-14.252,13.772,-7.367,12.551,-11.473,-8.5,15.019,-6.811,-15.688,10.338,-8.989,11.596,6.123,9.497,-15.688,15.019,0.039722222
230,-0.760638683,-1.711,-3.262,7.128,-2.301,-10.901,5.473,-6.374,8.185,-1.743,-8.803,4.556,-5.715,-9.518,9.036,-5.191,8.687,4.808,6.179,-10.901,9.036,-0.0815
231,-1.769655913,-1.952,-8.952,11.935,-1.711,-14.522,14.637,-2.281,7.084,-5.023,-3.679,20.999,-2.375,-8.572,9.055,-5.827,13.68,8.061,6.518,-14.522,20.999,2.059722222
232,-1.33095277,-1.533,-2.177,9.9,-0.989,-10.123,4.664,-3.365,2.682,-0.018,-2.809,-0.105,-1.196,-3.393,4.185,-3.179,8.945,7.076,3.418,-10.123,9.9,0.665722222
233,-1.067730884,-2.121,-7.064,10.064,-0.261,-8.588,8.169,-1.427,3.08,-3.259,-2.238,15.287,-0.839,-2.585,2.588,-2.613,6.155,6.845,2.379,-8.588,15.287,1.309555556
234,1.169655148,0.6,3.986,-1.736,1.097,3.218,-3.047,1.975,-4.817,4.955,8.103,-8.78,1.084,3.33,-2.602,3.045,-3.674,-0.967,-2.268,-8.78,8.103,0.194555556
235,-0.62902774,-1.01,-4.225,5.412,-0.037,-4.094,2.869,-0.787,3.391,-3.838,-4.123,5.437,-0.375,-2.515,1.787,-1.925,3.561,3.674,1.584,-4.225,5.437,0.265888889
236,0.37998949,0.351,2.58,-1.523,0.492,2.162,-1.443,0.574,-2.857,3.276,1.803,-4.398,0.252,1.913,-1.372,1.526,-1.641,-0.953,-1.211,-4.398,3.276,-0.026055556
237,1.301266091,2.315,3.434,-5.946,1.111,8.085,-7.71,6.324,-4.29,2.555,1.607,-12.401,1.615,4.352,-3.792,3.852,-7.858,-4.896,-3.436,-12.401,8.085,-0.837722222
238,0.555470747,1.936,4.025,-7.78,0.881,8.396,-6.058,2.532,-4.522,3.692,6.053,-2.972,1.754,4.27,-3.968,3.728,-6.462,-5.764,-3.516,-7.78,8.396,-0.209722222
239,-0.672898054,-0.705,-3.983,4.082,-0.726,-5.644,5.436,-0.916,6.084,-6.183,-5.496,9.325,-1.714,-5.319,3.939,-3.81,5.943,2.507,3.364,-6.183,9.325,0.343555556
240,-0.497416797,-0.687,-0.778,2.97,-0.558,-3.832,2.557,-2.614,1.403,0.313,-3.001,1.137,-1.053,-1.737,2.073,-1.893,3.64,2.154,1.785,-3.832,3.64,0.104388889
241,0.730952004,0.785,2.484,-3.78,0.579,4.535,-3.616,4.593,-3.247,2.113,2.086,-7.194,1.043,3.309,-2.596,2.537,-5.173,-2.753,-2.276,-7.194,4.593,-0.365055556
242,-0.146454282,-0.118,-0.115,0.557,-0.107,-1.213,0.779,-1.793,1.009,-0.552,0.072,2.196,-0.059,-1.329,0.746,-0.71,1.623,0.587,0.683,-1.793,2.196,0.125333333
243,1.69609892,2.285,8.595,-13.025,1.849,15.328,-12.313,9.839,-9.787,7.198,7.255,-21.183,3.481,10.69,-8.563,7.594,-13.297,-9.206,-7.461,-21.183,15.328,-1.151166667
244,-0.497416797,-1.007,-4.264,4.635,-1.245,-7.18,5.4,-4.789,7.623,-6.597,-5.112,10.391,-1.898,-7.786,5.047,-4.663,7.363,3.274,4.37,-7.786,10.391,0.197888889
245,-1.418693398,-1.441,-5.638,6.076,-1.055,-7.787,8.867,-2.502,4.1,-3.425,-3.327,16.649,-2.389,-4.135,4.476,-3.931,7.282,4.465,3.781,-7.787,16.649,1.114777778
246,-0.672898054,-1.088,-1.149,6.62,-0.604,-6.135,3.291,-3.474,2.684,-0.781,-2.993,-0.061,-0.662,-2.407,2.352,-2.412,3.881,4.289,2.213,-6.135,6.62,0.198
247,0.423859804,0.279,-0.445,-0.862,0.285,1.087,-1.052,1.274,-2.676,1.951,1.437,-1.013,0.504,1.779,-1.217,1.403,-1.029,0.009,-0.987,-2.676,1.951,0.040388889
248,-1.418693398,-1.91,-2.881,7.965,-0.75,-7.517,5.477,-4.949,5.039,-3.833,-3.485,4.89,-1.058,-3.976,3.118,-3.465,6.249,5.467,2.862,-7.517,7.965,0.402388889
249,-1.111601198,-2.709,-5.692,6.515,-0.801,-6.82,5.801,-4.195,2.632,-1.133,-2.544,11.821,-1.377,-2.24,2.286,-2.358,6.955,5.823,2.188,-6.82,11.821,0.786222222
250,0.950303576,0.538,5.162,-3.614,0.855,5.237,-3.209,1.628,-4.411,3.28,6.335,-7.955,1.306,3.511,-2.821,2.877,-6.736,-2.361,-2.537,-7.955,6.335,-0.161944444
251,1.257395776,1.719,1.577,-4.795,0.927,6.087,-6.883,3.945,-3.632,2.332,1.641,-11.139,1.434,2.834,-2.664,2.948,-5.113,-3.741,-2.46,-11.139,6.087,-0.832388889
252,0.862562947,2.793,4.604,-7.427,1.021,8.814,-6.46,2.617,-4.539,3.376,6.616,-3.552,1.455,4.534,-4.031,3.914,-7.348,-6.241,-3.623,-7.427,8.814,-0.193166667
253,0.99417389,1.952,4.752,-8.728,0.969,9.395,-8.107,6.778,-4.07,2.501,1.178,-13.277,1.887,4.682,-4.359,3.722,-7.276,-6.637,-3.851,-13.277,9.395,-1.027166667
