,inputs,outputs,nb_plays-50-units-128-ensemble-1-predictions,nb_plays-50-units-128-ensemble-2-predictions,nb_plays-50-units-128-ensemble-3-predictions,nb_plays-50-units-128-ensemble-4-predictions,nb_plays-50-units-128-ensemble-5-predictions,nb_plays-50-units-128-ensemble-6-predictions,nb_plays-50-units-128-ensemble-7-predictions,nb_plays-50-units-128-ensemble-8-predictions,nb_plays-50-units-128-ensemble-9-predictions,nb_plays-50-units-128-ensemble-10-predictions,nb_plays-50-units-128-ensemble-11-predictions,nb_plays-50-units-128-ensemble-12-predictions,nb_plays-50-units-128-ensemble-13-predictions,nb_plays-50-units-128-ensemble-14-predictions,nb_plays-50-units-128-ensemble-15-predictions,nb_plays-50-units-128-ensemble-16-predictions,nb_plays-50-units-128-ensemble-17-predictions,nb_plays-50-units-128-ensemble-18-predictions,nb_plays-50-units-128-ensemble-19-predictions,nb_plays-50-units-128-ensemble-20-predictions,,lower,higher
110,2.402,23.863,28.58,29.856,30.29,29.254,26.268,29.264,26.86,26.985,32.992,22.674,30.961,28.909,28.237,28.66,26.149,30.707,23.862,26.755,29.494,29.384,,22.674,32.992
111,3.198,26.219,33.996,38.196,32.501,34.288,32.157,33.132,29.368,31.103,35.027,27.436,35.043,32.963,32.945,32.455,30.638,35.741,27.874,30.57,31.816,31.962,,26.219,38.196
112,2.612,24.908,29.922,31.819,31.78,30.829,29.468,29.663,28.498,27.542,30.867,24.26,32.599,31.002,29.236,30.369,29.824,31.275,25.028,28.425,30.431,31.227,,24.26,32.599
113,2.916,25.191,31.283,33.196,32.369,32.367,31.476,32.479,29.788,30.377,34.338,25.835,33.542,32.766,32.085,32.617,30.756,34.976,26.365,30.037,31.732,32.028,,25.191,34.976
114,4.487,41.589,45.509,43.471,44.283,43.498,43.564,44.945,50.687,47.048,45.689,42.123,44.889,44.041,45.515,43.377,45.421,43.194,42.947,45.383,45.021,42.619,,41.589,50.687
115,3.155,35.935,36.561,40.387,32.698,36.574,35.309,38.076,41.118,38.706,32.255,35.353,41.494,36.999,38.482,34.618,35.384,36.529,36.64,40.769,38.477,36.029,,32.255,41.494
116,2.547,31.49,29.586,33.358,31.931,30.316,27.69,31.107,34.715,30.101,34.19,26.174,33.642,30.296,32.383,29.466,27.413,31.424,31.054,33.171,31.315,30.583,,26.174,34.715
117,2.978,32.166,32.953,36.307,32.904,33.58,30.647,32.492,35.448,31.166,34.182,29.072,33.601,32.695,32.416,33.275,29.775,35.592,31.22,31.403,31.652,31.99,,29.072,36.307
118,4.555,42.419,47.182,44.164,45.22,44.089,45.066,46.102,43.207,47.9,46.149,43.449,46.12,45.269,46.56,43.48,40.285,44.959,41.854,46.785,47.511,43.325,,40.285,47.9
119,3.068,35.699,36.073,40.413,33.021,36.984,36.338,38.278,35.956,37.915,30.934,35.755,41.594,36.939,38.058,34.191,32.725,36.783,35.774,40.47,40.403,35.742,,30.934,41.594
120,3.319,35.839,35.575,40.538,35.038,36.955,34.442,37.552,37.303,38.745,36.078,36.246,39.465,35.291,38.232,37.509,32.758,37.343,33.694,35.803,38.298,35.393,,32.758,40.538
121,3.279,35.839,37.188,40.517,34.533,36.169,34.098,37.366,36.588,36.422,35.631,35.539,39.9,34.365,33.812,36.661,33.402,36.97,33.349,34.703,37.129,35.171,,33.349,40.517
122,4.054,39.134,39.744,42.253,36.994,38.292,37.888,43.316,39.511,41.087,39.066,40.602,45.665,37.036,38.588,39.085,37.625,40.731,34.018,37.215,38.947,37.968,,34.018,45.665
123,3.563,38.213,39.15,40.62,35.859,38.286,34.384,41.9,38.795,41.329,37.832,39.609,44.123,36.491,35.806,37.275,35.849,38.501,33.357,36.918,38.74,36.831,,33.357,44.123
124,2.423,30.799,28.156,30.809,29.62,28.087,27.579,35.351,30.128,28.275,31.062,27.113,33.557,29.341,27.464,29.088,26.678,29.806,27.815,28.307,27.744,29.16,,26.678,35.351
125,3.211,33.112,33.063,35.314,33.272,35.523,31.146,36.234,32.543,31.428,34.599,30.86,34.188,33.134,32.822,35.458,30.652,35.384,31.037,30.935,31.66,31.934,,30.652,36.234
126,3.236,33.247,35.298,36.841,34.423,33.208,33.108,36.2,34.17,32.635,35.328,33.524,35.845,34.048,34.076,36.239,34.347,35.608,32.815,34.089,32.525,34.386,,32.525,36.841
127,5.48,53.823,55.784,55.742,55.737,57.316,58.834,58.38,57.001,57.587,57.946,55.735,58.976,55.584,55.696,56.057,56.877,57.379,51.684,56.315,57.497,55.613,,51.684,58.976
128,5.115,53.37,54.71,53.318,54.601,51.857,61.237,56.449,52.978,59.534,56.052,53.232,53.197,55.22,55.079,54.577,54.437,55.083,52.649,55.979,53.78,53.182,,51.857,61.237
129,4.952,52.75,58.347,54.877,56.666,53.172,60.633,60.169,54.469,57.791,59.269,55.055,56.967,55.856,53.96,56.341,56.883,54.911,53.007,61.957,55.658,56.165,,52.75,61.957
130,3.92,46.577,52.33,53.276,49.58,49.154,54.728,50.871,50.709,52.337,52.849,48.481,53.535,49.084,48.032,50.206,52.525,48.43,49.153,54.941,52.934,49.405,,46.577,54.941
131,3.666,44.701,45.4,44.416,46.949,45.679,51.127,43.53,46.618,48.469,47.212,42.98,49.874,45.056,43.557,42.243,49.405,43.155,44.927,45.723,46.074,42.058,,42.058,51.127
132,4.029,45.146,45.627,47.224,46.16,45.778,49.347,44.145,44.718,47.846,46.421,43.042,47.478,45.967,45.027,38.066,48.47,42.713,45.871,45.323,46.906,44.976,,38.066,49.347
133,3.536,43.692,43.193,42.555,42.704,42.949,43.554,40.367,42.132,44.939,43.096,41.403,43.44,42.126,40.854,37.211,42.791,40.715,43.416,42.421,43.282,41.863,,37.211,44.939
134,7.134,74.193,82.654,75.869,76.822,74.659,77.001,75.91,75.026,76.148,75.76,72.51,77.489,79.36,71.491,73.048,77.096,79.659,70.842,77.796,68.051,82.477,,68.051,82.654
135,2.437,38.762,44.626,44.144,45.014,39.538,34.263,36.516,43.008,40.936,41.499,38.743,39.832,45.046,34.527,38.274,38.131,39.216,36.849,43.509,38.357,37.491,,34.263,45.046
136,5.289,56.487,57.035,54.05,54.999,57.485,54.943,55.342,53.406,58.601,51.884,57.532,54.216,56.386,54.637,53.455,61.131,54.419,52.281,56.697,51.159,55.162,,51.159,61.131
137,3.48,47.404,47.51,47.191,45.424,51.006,46.95,48.421,47.607,51.224,47.243,47.819,47.241,47.683,43.879,44.97,55.728,47.372,45.674,50.705,44.408,47.502,,43.879,55.728
138,4.697,52.281,49.338,51.935,49.253,53.422,49.636,51.851,50.612,53.939,50.483,50.633,49.772,47.499,47.897,49.279,56.827,47.124,49.029,52.559,47.519,50.533,,47.124,56.827
139,3.847,49.623,46.27,49.428,46.262,50.788,47.125,44.825,45.548,50.592,47.177,47.293,46.619,45.546,44.422,41.795,53.195,43.195,46.136,48.539,44.808,43.498,,41.795,53.195
140,3.688,48.71,43.825,44.853,44.572,48.343,43.733,41.202,42.757,47.324,44.275,42.704,44.111,43.763,42.2,37.884,49.863,41.4,45.518,43.771,43.495,42.25,,37.884,49.863
141,3.752,48.71,43.247,44.575,43.146,45.368,41.69,41.554,42.199,45.807,42.747,41.876,44.105,43.429,40.033,37.509,46.498,40.738,45.643,42.635,42.638,42.163,,37.509,48.71
142,6.672,69.536,71.045,71.749,71.478,67.437,71.422,70.552,63.964,67.675,69.462,67.003,69.446,67.65,67.938,70.528,69.102,67.07,67.346,74.839,62.294,73.028,,62.294,74.839
143,4.805,60.005,63.36,63.037,57.423,57.974,64.801,64.012,57.819,63.587,61.819,61.035,63.049,62.58,59.298,55.924,63.502,55.965,58.524,62.212,57.71,58.379,,55.924,64.801
144,4.191,55.024,58.082,57.338,55.18,52.247,59.088,60.676,54.703,58.469,60.229,53.29,55.703,55.324,54.214,52.881,59.928,53.093,54.316,55.962,55.756,56.092,,52.247,60.676
145,5.527,60.704,61.223,63.245,58.848,62.963,62.827,66.466,59.864,66.62,63.243,57.807,62.223,65.676,62.908,61.831,62.766,59.287,63.211,61.413,63.625,60.525,,57.807,66.62
146,4.994,59.608,58.773,59.597,58.637,60.627,63.465,63.797,59.501,66.184,60.996,63.514,59.244,64.035,59.588,58.73,64.924,61.28,59.601,61.32,58.919,60.329,,58.637,66.184
147,5.712,61.991,63.451,63.802,62.955,65.809,69.932,68.372,65.131,70.456,67.4,68.767,64.403,69.071,71.334,65.928,71.011,65.005,63.702,66.624,64.717,66.846,,61.991,71.334
148,3.173,45.894,44.873,54.366,45.451,52.641,50.508,49.405,52.136,56.19,55.175,53.371,54.143,49.428,50.244,50.116,48.872,53.435,51.103,50.496,51.775,49.641,,44.873,56.19
149,5.304,57.502,57.011,62.427,54.446,60.803,65.9,61.401,59.423,66.582,65.919,61.286,60.514,62.854,59.848,65.714,66.753,60.124,62.003,57.283,61.253,61.921,,54.446,66.753
150,5.772,61.403,61.103,64.848,57.628,66.658,73.883,68.273,66.359,71.806,67.529,68.167,64.982,69.004,64.38,67.554,71.142,67.365,64.026,63.332,65.762,69.134,,57.628,73.883
151,3.334,47.256,47.968,55.846,44.882,52.125,54.095,53.48,53.696,55.883,55.138,56.87,55.449,50.125,50.001,50.668,50.77,51.975,53.403,53.363,50.922,52.933,,44.882,56.87
152,5.436,58.643,56.211,62.925,55.156,61.672,70.809,62.949,60.511,67.35,66.244,66.835,61.906,63.284,62.603,66.548,67.523,61.185,62.315,56.058,61.008,64.197,,55.156,70.809
153,6.674,69.555,71.003,71.732,68.167,73.521,79.646,73.789,75.925,75.559,74.496,72.689,72.611,69.607,70.703,72.051,73.707,72.365,69.716,71.483,73.616,76.447,,68.167,79.646
154,4.949,61.103,63.154,65.722,57.567,66.534,69.16,67.078,69.14,70.969,67.855,65.902,63.416,65.867,67.34,67.147,68.568,66.036,65.297,67.739,66.66,65.659,,57.567,70.969
155,5.769,63.588,67.73,66.43,65.952,70.679,73.282,69.305,71.151,72.67,70.892,71.513,69.437,73.094,72.901,75.101,72.181,72.475,69.723,72.779,70.892,71.805,,63.588,75.101
156,5.599,63.588,69.607,66.027,67.381,70.425,72.734,68.267,72.856,72.884,70.994,71.098,70.648,74.135,71.869,70.359,72.858,72.615,69.956,74.957,70.98,72.392,,63.588,74.957
157,4.198,55.086,56.281,58.548,54.484,61.533,65.069,63.57,63.246,63.342,65.187,61.198,60.82,62.151,60.758,61.444,63.216,61.591,59.776,60.922,59.219,61.076,,54.484,65.187
158,4.919,57.065,59.535,58.357,56.935,59.397,66.85,63.764,65.578,67.457,63.892,65.271,61.582,68.425,64.643,65.476,66.963,66.726,60.889,65.111,59.093,61.298,,56.935,68.425
159,3.283,46.931,45.981,45.217,43.03,51.037,51.591,50.283,53.654,56.464,54.487,52.176,54.223,53.967,51.943,51.809,51.55,57.399,51.503,53.804,49.285,48.643,,43.03,57.399
160,4.367,50.967,47.936,49.594,47.716,52.219,56.515,48.33,54.95,55.853,54.754,52.831,54.124,53.041,53.584,52.868,53.971,56.664,52.362,52.657,50.201,49.158,,47.716,56.664
161,5.049,55.688,50.261,55.509,52.009,56.809,67.43,54.525,58.189,60.173,60.204,54.223,56.689,57.345,56.128,56.024,59.844,61.646,56.374,55.606,54.501,53.599,,50.261,67.43
162,5.468,58.976,55.742,63.202,57.608,60.6,66.088,63.993,61.459,63.382,63.748,59.933,61.921,63.049,59.903,58.426,64.051,64.444,62.236,62.608,59.295,58.599,,55.742,66.088
163,4.728,56.906,56.264,58.386,54.857,54.823,66.279,64.897,60.604,60.263,60.21,60.02,56.715,60.054,56.425,56.917,63.816,61.604,58.021,59.881,56.334,59.137,,54.823,66.279
164,5.38,58.532,59.027,63.096,59.13,62.496,70.906,65.603,64.009,66.37,65.324,66.923,61.724,63.827,64.362,62.526,68.446,63.955,61.894,63.594,62.816,62.308,,58.532,70.906
165,3.51,48.735,48.352,57.23,46.551,54.269,56.205,54.781,54.846,57.524,55.601,58.589,55.362,54.111,53.802,52.889,51.876,55.438,53.803,53.671,55.132,54.12,,46.551,58.589
166,4.461,51.97,49.725,54.489,49.471,53.208,60.034,54.023,56.515,58.443,57.256,56.357,54.648,54.687,55.175,55.219,58.095,54.223,54.206,53.286,55.812,56.248,,49.471,60.034
167,4.529,52.369,49.769,52.215,52.285,53.184,64.181,54.887,56.712,57.834,59.387,55.048,54.654,55.03,53.786,56.416,56.39,53.168,54.599,52.81,55.796,57.23,,49.769,64.181
168,6.304,66.157,62.336,64.634,64.117,67.636,73.112,69.146,68.899,70.842,73.377,67.151,67.187,67.382,66.539,67.981,66.621,66.491,64.887,67.234,66.867,69.403,,62.336,73.377
169,4.181,54.613,56.198,58.012,51.32,57.724,64.073,63.552,62.457,60.733,60.352,60.756,56.355,56.995,56.355,55.448,58.674,58.606,56.087,60.928,55.809,59.928,,51.32,64.073
170,3.835,51.754,48.594,48.718,49.166,51.062,59.386,56.618,55.345,54.458,53.296,52.352,53.557,48.103,52.912,50.467,54.541,49.374,50.523,53.189,52.985,55.607,,48.103,59.386
171,4.313,52.62,47.613,49.958,49.827,52.186,61.753,54.802,55.847,52.655,53.077,52.766,53.185,45.718,51.451,48.341,54.806,46.638,48.407,51.66,53.771,55.573,,45.718,61.753
172,2.365,38.027,32.408,35.045,33.111,38.138,35.801,40.421,37.739,36.448,37.525,40.56,36.223,30.311,33.86,30.031,35.794,31.675,35.841,35.91,34.385,36.821,,30.031,40.56
173,4.519,49.828,42.49,43.294,44.275,44.841,52.98,42.839,41.995,46.953,45.388,45.385,44.456,42.203,43.826,43.394,46.221,42.8,43.058,47.26,44.174,43.965,,41.995,52.98
174,3.332,45.141,42.978,40.594,39.156,41.158,44.073,41.229,38.637,42.705,43.035,41.95,43.905,40.685,38.015,36.198,42.308,39.04,37.602,42.601,39.919,40.884,,36.198,45.141
175,0.404,16.925,13.631,15.126,11.319,20.191,15.842,20.122,11.808,12.457,11.93,18.943,15.561,16.315,13.48,15.863,18.802,10.313,12.282,13.71,13.549,16.489,,10.313,20.191
176,3.793,39.528,36.867,36.09,32.987,35,32.314,33.514,31.316,32.204,32.621,37.672,31.923,35.146,34.552,41.265,32.004,32.629,33.652,35.607,33.787,32.157,,31.316,41.265
177,3.195,38.169,33.127,35.827,33.355,34.558,31.466,32.993,34.633,34.071,31.183,36.065,34.882,34.876,31.238,35.739,34.194,33.657,33.264,35.034,33.35,33.398,,31.183,38.169
178,0.483,17.656,14.43,15.854,10.999,16.779,11.792,18.181,10.748,13.297,16.069,17.216,10.609,14.862,12.634,15.508,14.585,11.677,12.996,17.795,11.974,11.692,,10.609,18.181
179,3.529,37.118,31.396,33.376,31.135,32.476,31.497,31.059,28.44,28.424,36.088,36.552,31.498,31.704,31.301,37.975,31.1,30.285,30.284,33.228,32.123,32.136,,28.424,37.975
180,6.556,67.784,67.192,69.049,68.744,62.913,67.907,70.131,68.195,70.666,69.778,68.621,65.255,70.225,71.496,68.125,64.724,65.789,68.019,68.262,66.524,65.502,,62.913,71.496
181,4.531,57.019,56.075,58.586,55.929,48.573,55.404,53.642,55.825,59.403,59.788,57.541,53.912,57.412,56.181,52.804,53.303,55.214,54.171,63.859,53.305,54.485,,48.573,63.859
182,4.621,57.019,56.186,53.59,56.138,49.127,56.075,53.495,53.316,55.672,57.449,52.521,56.392,55.251,54.014,52.869,54.827,53.983,52.359,60.133,54.878,53.283,,49.127,60.133
183,0.62,19.282,22.19,17.666,19.739,20.234,13.649,15.805,19.582,19.643,16.895,20.046,20.506,19.239,16.937,17.927,14.291,21.42,18.885,16.828,15.776,13.623,,13.623,22.19
184,4.162,43.324,46.065,42.759,41.893,39.056,39.035,36.037,35.665,40.429,39.9,39.219,41.545,34.311,39.512,46.678,35.853,38.193,41.604,40.933,35.651,36.261,,34.311,46.678
185,3.407,41.18,37.061,37.721,40.238,36.362,35.464,37.133,34.867,40.696,40.324,37.504,38.975,34.542,37.799,41.923,37.556,37.2,37.963,39.765,34.861,32.559,,32.559,41.923
186,4.069,42.859,39.448,42.22,41.034,38.292,38.125,39.256,39.742,45.647,43.273,40.015,42.313,37.719,40.516,41.315,39.104,41.295,38.322,43.104,39.127,38.891,,37.719,45.647
187,3.755,42.546,42.882,40.618,40.707,38.288,34.971,42.102,40.693,44.449,42.593,40.096,44.066,38.043,38.729,37.544,39.56,39.471,36.806,42.942,39.42,37.97,,34.971,44.449
188,0.087,13.346,8.467,10.245,9.272,11.067,9.056,12.625,7.699,8.938,11.256,14.558,9.909,12.317,11.918,9.608,14.382,9.196,10.032,10.515,6.532,8.036,,6.532,14.558
189,2.619,28.287,27.583,25.813,26.712,27.235,24.307,28.179,25.839,27.049,28.125,29.246,25.023,28.635,28.699,25.225,28.912,26.135,21.95,27.713,27.346,22.697,,21.95,29.246
190,1.079,21.19,18.772,19.719,22.317,15.167,17.63,23.074,15.874,12.976,21.294,17.076,17.029,22.502,20.183,16.044,14.433,17.648,17.85,21.042,15.171,14.25,,12.976,23.074
191,2.386,26.673,28.567,27.974,26.957,25.018,25.022,28.154,27.051,23.681,28.514,24.338,25.789,27.364,27.901,25.149,27.718,22.133,22.665,25.091,25.544,24.543,,22.133,28.567
192,0.582,17.427,12.65,17.149,13.387,10.783,12.928,17.305,11.187,9.428,15.324,11.823,15.103,13.683,11.563,9.858,11.999,16.943,13.163,16.156,13.283,11.706,,9.428,17.427
193,4.89,49.863,50.457,48.684,49.294,53.087,53.8,48.239,48.555,49.233,50.229,47.846,52.312,47.556,48.92,48.551,46.296,45.21,44.381,52.748,51.499,49.904,,44.381,53.8
194,0.434,16.882,18.737,14.302,15.529,16.039,14.416,10.376,14.893,11.957,16.167,16.234,17.113,16.758,18.535,16.505,14.782,10.698,10.188,16.16,11.178,15.227,,10.188,18.737
195,0.24,14.914,13.642,11.523,10.987,15.657,11.968,8.477,10.978,7.026,14.835,15.096,14.981,15.153,10.286,11.373,12.673,8.511,12.17,14.033,10.958,13,,7.026,15.657
196,2.072,24.173,20.155,19.106,19.828,21.51,19.325,20.426,22.061,17.281,22.143,22.029,23.903,20.919,17.809,18.836,15.969,21.181,18.642,21.588,22.187,21.469,,15.969,24.173
197,-0.348,8.377,7.116,8.742,5.458,5.61,5.567,8.142,4.79,2.08,7.68,8.762,7.619,9.308,3.336,4.987,4.268,11.106,3.394,5.692,5.176,7.601,,2.08,11.106
198,0.839,13.06,9.412,12.327,13.831,6.988,10.966,14.769,4.471,6.141,12.908,10.7,13.266,14.921,12.016,3.898,6.596,13.954,10.552,13.269,11.556,10.59,,3.898,14.921
199,-0.091,9.948,4.83,4.471,2.783,0.197,5.581,0.762,0.963,2.512,6.649,3.158,5.75,6.416,0.451,-0.452,2.578,4.852,3.009,7.565,7.07,0.938,,-0.452,9.948
200,4.271,43.019,42.325,41.707,43.841,40.635,43.564,43.689,39.892,42.616,43.617,41.415,43.678,41.592,41.524,39.398,36.386,36.707,40.459,43.133,41.869,39.226,,36.386,43.841
201,2.9,37.104,33.152,34.313,32.329,31.69,36.62,33.508,33.34,32.526,38.238,34.137,34.421,33.201,31.643,33.465,30.72,31.505,34.616,38.973,34.096,32.795,,30.72,38.973
202,1.092,22.342,18.05,17.911,20.492,18.205,16.623,19.639,22.165,20.194,18.71,18.245,25.734,20.06,16.025,15.535,17.401,23.36,15.231,22.027,19.207,16.898,,15.231,25.734
203,0.302,14.861,12.777,15.313,11.813,14.773,8.736,16.902,14.691,10.076,15.846,15.135,13.348,12.19,15.889,12.94,12.497,8.93,13.979,12.995,13.893,9.927,,8.736,16.902
204,2.843,29.882,23.902,28.811,25.414,28.857,22.289,28.522,28.197,26.437,31.042,32.843,27.062,31.66,30.741,28.785,25.306,26.281,25.269,31.069,28.757,24.289,,22.289,32.843
205,1.648,25.148,23.919,25.82,23.986,22.007,20.549,26.053,23.625,22.027,27.53,25.306,23.009,24.804,26.066,23.376,18.392,23.739,23.483,25.316,25.172,23.702,,18.392,27.53
206,1.709,25.148,23.236,22.661,24.41,22.893,20.514,25.074,23.81,20.085,24.952,23.549,23.666,24.605,22.718,22.629,21.756,23.778,21.389,24.699,23.948,23.281,,20.085,25.148
207,0.536,16.83,10.938,16.761,13.141,11.203,15.748,17.207,13.418,14.02,14.348,12.284,14.704,14.12,12.222,11.004,11.559,10.866,11.16,15.528,13.909,12.734,,10.866,17.207
208,-2.913,-22.199,-22.927,-24.838,-24.165,-20.116,-24.285,-23.551,-22.684,-22.434,-24.002,-24.89,-24.177,-18.395,-24.54,-21.451,-24.583,-26.121,-24.603,-21.671,-24.574,-24.073,,-26.121,-18.395
209,0.113,-2.919,-2.805,-7.141,-5.45,-7.05,-2.048,-0.737,-1.406,-0.226,-4.79,-3.581,-0.989,-2.867,-4.007,-0.166,-5.32,-4.465,-1.35,-2.69,-2.042,-2.497,,-7.141,-0.166
210,-0.853,-6.237,-15.302,-11.635,-6.616,-7.175,-8.257,-4.287,-3.701,-10.421,-10.673,-10.379,-4.705,-9.533,-9.076,-10.023,-6.137,-13.027,-12.905,-13.572,-16.336,-2.927,,-16.336,-2.927
211,1.377,9.12,4.807,3.106,13.583,8.195,6.628,8.153,6.403,0.788,3.233,9.872,9.818,1.027,8.601,4.809,3.295,2.617,1.568,2.49,2.329,8.008,,0.788,13.583
212,1.984,15.295,8.284,14.886,12.864,12.594,13.059,16.802,15.28,15.613,13.497,15.943,14.69,7.921,16.727,13.733,15.15,12.894,11.684,8.42,12.991,15.796,,7.921,16.802
213,-1.481,-8.032,-11.709,-13.224,-5.652,-11.294,-9.68,-8.896,-4.749,-2.249,-8.508,-7.557,-13.022,-9.042,-7.399,-7.218,-11.247,-10.398,-13.574,-14.584,-12.332,-7.262,,-14.584,-2.249
214,0.646,3.55,-0.071,-1.398,3.189,1.342,0.589,4.971,2.412,4.215,0.42,5.319,2.288,-2.823,1.026,3.463,1.781,-2.058,-1.378,2.045,-1.311,1.356,,-2.823,5.319
215,3.056,26.667,25.595,28.789,29.256,24.931,24.509,22.03,25.56,19.792,25.929,23.186,27.044,20.544,22.709,24.693,28.441,26.806,21.244,22.118,20.224,25.106,,19.792,29.256
216,-1.877,-11.187,-10.987,-7.872,-13.571,-9.583,-11.988,-11.795,-13.745,-13.098,-11.922,-7.32,-10.463,-7.749,-11.68,-12.24,-14.922,-13.344,-14.079,-16.268,-15.126,-16.179,,-16.268,-7.32
217,2.698,22.994,21.485,23.87,22.47,24.09,24.583,22.134,24.023,20.799,25.582,26.14,24.305,23.071,16.742,19.082,17.965,24.056,20.012,22.15,19.508,20.369,,16.742,26.14
218,-2.496,-17.7,-21.874,-15.169,-21.888,-16.849,-14.637,-19.258,-21.387,-17.135,-25.85,-13.289,-17.115,-15.05,-16.69,-18.765,-24.919,-18.478,-16.812,-17.015,-20.257,-22.07,,-25.85,-13.289
219,-0.869,-9.972,-9.248,-9.573,-6.042,-9.546,-6.311,-10.002,-7.532,-7.645,-9.143,-10.034,-7.209,-7.086,-15.041,-7.84,-11.595,-9.777,-5.64,-11.793,-11.456,-13.931,,-15.041,-5.64
220,-1.06,-9.972,-13.392,-11.847,-9.941,-11.565,-8.239,-11.862,-7.396,-11.645,-15.063,-11.102,-10.081,-10.539,-15.341,-14.037,-12.724,-14.118,-13.874,-14.047,-12.5,-14.661,,-15.341,-7.396
221,-1.138,-10.161,-16.021,-13.044,-13.264,-13.413,-13.229,-13.798,-11.562,-15.064,-15.788,-11.081,-11.534,-15.198,-15.394,-15.547,-13.395,-14.713,-14.933,-14.648,-12.85,-14.84,,-16.021,-10.161
222,-2.958,-22.751,-27.271,-31.079,-34.838,-36.458,-24.989,-28.046,-28.007,-26.869,-32.782,-31.195,-30.009,-36.239,-34.713,-28.186,-33.611,-33.224,-36.168,-25.959,-31.789,-33.866,,-36.458,-22.751
223,-2.586,-22.28,-29.584,-28.066,-32.583,-32.767,-29.744,-27.902,-32.911,-32.807,-34.672,-27.658,-32.956,-33.901,-31.828,-35.118,-37.446,-28.76,-34.176,-29.048,-33.245,-29.661,,-37.446,-22.28
224,-2.86,-22.481,-34.087,-33.725,-38.305,-35.836,-33.542,-34.359,-36.468,-37.865,-36.484,-30.434,-34.791,-34.243,-39.376,-36.404,-37.285,-36.195,-38.134,-37.237,-34.842,-32.135,,-39.376,-22.481
225,-0.99,-12.431,-21.552,-21.497,-25.558,-23.336,-19.713,-18.883,-22.894,-21.5,-24.928,-12.311,-26.145,-24.879,-22.645,-25.278,-26.836,-20.658,-25.752,-25.044,-24.911,-20.343,,-26.836,-12.311
226,-1.102,-12.431,-20.087,-16.146,-20.824,-23.268,-18.601,-19.378,-23.787,-17.745,-20.912,-15.42,-22.481,-25.479,-21.898,-20.321,-19.226,-21.36,-21.106,-22.1,-21.943,-22.889,,-25.479,-12.431
227,2.573,21.399,17.639,17.583,15.998,17.987,21.473,14.082,13.472,16.937,19.423,22.31,11.388,8.708,16.477,19.632,19.507,22.8,14.516,13.535,19.074,20.517,,8.708,22.8
228,2.118,20.626,12.56,22.83,15.489,23.811,20.956,24.285,13.043,16.33,11.715,21.807,16.715,10.273,9.18,21.859,20.042,17.121,14.902,15.277,17.68,20.146,,9.18,24.285
229,-3.639,-31.141,-30.835,-31.346,-32.951,-34.177,-34.928,-29.619,-30.626,-32.198,-36.335,-28.945,-32.8,-35.99,-33.883,-36.284,-31.06,-35.562,-35.843,-34.164,-34.461,-32.793,,-36.335,-28.945
230,-1.248,-17.395,-9.303,-14.911,-12.776,-15.925,-13.495,-10.654,-13.276,-9.225,-12.804,-9.616,-20.354,-18.876,-18.781,-14.416,-13.352,-16.988,-8.899,-15.027,-21.073,-16.219,,-21.073,-8.899
231,0.657,0.235,-0.182,-0.959,-4.423,-4.263,1.131,2.701,-2.915,-3.075,-4.508,3.288,-3.071,-2.377,-3.162,-1.535,-1.927,2.666,-2.725,-0.683,0.011,-1.877,,-4.508,3.288
232,-2.354,-18.899,-18.755,-14.699,-17.152,-17.317,-17.257,-17.573,-16.786,-17.738,-16.427,-18.391,-16.759,-14.438,-17.138,-16.149,-17.415,-21.11,-18.646,-15.589,-19.01,-14.88,,-21.11,-14.438
233,-2.763,-22.662,-26.153,-24.891,-34.628,-38.155,-21.338,-20.39,-27.555,-25.008,-31.845,-28.022,-28.275,-33.165,-33.552,-26.88,-34.896,-32.268,-36.557,-26.123,-29.078,-30.499,,-38.155,-20.39
234,-2.507,-22.507,-28.71,-28.055,-30.581,-32.309,-27.935,-17.705,-31.31,-31.384,-34.834,-28.204,-32.608,-35.101,-31.705,-33.508,-36.458,-32.672,-34.332,-29.852,-33.093,-29.561,,-36.458,-17.705
235,-0.165,-7.159,-12.29,-6.206,-10.834,-13.834,-8.34,-6.2,-10.335,-8.654,-11.71,-6.46,-10.637,-17.1,-10.001,-6.804,-6.873,-7.753,-11.746,-7.697,-10.676,-10.431,,-17.1,-6.2
236,-5.416,-53.032,-51.852,-53.729,-50.377,-53.366,-54.152,-53.118,-53.072,-53.213,-52.028,-52.745,-52.279,-54.192,-51.612,-53.758,-53.559,-53.085,-54.21,-55.629,-51.661,-54.629,,-55.629,-50.377
237,-3.95,-46.458,-47.013,-47.595,-46.794,-46.083,-48.386,-47.807,-44.293,-47.161,-44.064,-50.186,-48.746,-45.565,-47.03,-50.19,-48.023,-45.325,-45.85,-48.342,-48.67,-45.539,,-50.19,-44.064
238,-1.662,-26.963,-30.359,-33.85,-34.076,-32.606,-31.263,-27.309,-29.925,-28.8,-31.315,-26.539,-27.702,-25.89,-30.382,-32.365,-29.052,-27.689,-29.315,-29.757,-30.101,-32.925,,-34.076,-25.89
239,-2.237,-28.23,-31.327,-29.681,-34.097,-31.977,-27.201,-28.572,-27.5,-30.594,-32.123,-27.877,-27.727,-27.572,-29.987,-31.743,-31.067,-28.59,-30.088,-29.328,-29.079,-28.813,,-34.097,-27.201
